"","x"
"4831",1
"4832",0
"4833",0
"4834",0
"4835",0
"4836",0
"4837",1
"4838",0
"4839",0
"4840",1
"4841",0
"4842",0
"4843",0
"4844",0
"4845",0
"4846",0
"4847",1
"4848",0
"4849",0
"4850",0
"4851",0
"4852",0
"4853",0
"4854",0
"4855",0
"4856",0
"4857",0
"4858",0
"4859",0
"4860",0
"4861",0
"4862",0
"4863",1
"4864",1
"4865",0
"4866",0
"4867",0
"4868",1
"4869",0
"4870",0
"4871",0
"4872",0
"4873",0
"4874",0
"4875",1
"4876",0
"4877",1
"4878",1
"4879",1
"4880",1
"4881",0
"4882",0
"4883",1
"4884",1
"4885",0
"4886",1
"4887",0
"4888",0
"4889",0
"4890",1
"4891",0
"4892",1
"4893",0
"4894",0
"4895",0
"4896",0
"4897",0
"4898",1
"4899",0
"4900",1
"4901",1
"4902",0
"4903",0
"4904",1
"4905",0
"4906",1
"4907",0
"4908",0
"4909",0
"4910",1
"4911",0
"4912",1
"4913",0
"4914",0
"4915",0
"4916",0
"4917",0
"4918",0
"4919",1
"4920",0
"4921",0
"4922",0
"4923",0
"4924",0
"4925",0
"4926",0
"4927",0
"4928",0
"4929",0
"4930",0
"4931",0
"4932",0
"4933",0
"4934",0
"4935",0
"4936",0
"4937",0
"4938",0
"4939",0
"4940",1
"4941",1
"4942",0
"4943",1
"4944",0
"4945",0
"4946",1
"4947",1
"4948",1
"4949",0
"4950",0
"4951",0
"4952",1
"4953",1
"4954",1
"4955",1
"4956",1
"4957",0
"4958",0
"4959",0
"4960",0
"4961",1
"4962",0
"4963",0
"4964",0
"4965",1
"4966",1
"4967",0
"4968",1
"4969",0
"4970",0
"4971",0
"4972",0
"4973",1
"4974",0
"4975",0
"4976",0
"4977",0
"4978",0
"4979",0
"4980",1
"4981",0
"4982",0
"4983",0
"4984",0
"4985",0
"4986",0
"4987",0
"4988",0
"4989",0
"4990",0
"4991",0
"4992",1
"4993",0
"4994",0
"4995",0
"4996",0
"4997",0
"4998",1
"4999",0
"5000",0
"5001",0
"5002",0
"5003",0
"5004",0
"5005",0
"5006",0
"5007",0
"5008",0
"5009",0
"5010",1
"5011",1
"5012",0
"5013",0
"5014",0
"5015",0
"5016",1
"5017",0
"5018",0
"5019",0
"5020",0
"5021",0
"5022",0
"5023",0
"5024",0
"5025",0
"5026",0
"5027",0
"5028",0
"5029",1
"5030",0
"5031",0
"5032",0
"5033",0
"5034",0
"5035",1
"5036",1
"5037",1
"5038",0
"5039",0
"5040",0
"5041",0
"5042",0
"5043",1
"5044",0
"5045",1
"5046",0
"5047",0
"5048",0
"5049",0
"5050",0
"5051",0
"5052",0
"5053",0
"5054",0
"5055",1
"5056",0
"5057",1
"5058",1
"5059",1
"5060",0
"5061",0
"5062",0
"5063",0
"5064",0
"5065",0
"5066",1
"5067",0
"5068",1
"5069",0
"5070",0
"5071",0
"5072",0
"5073",0
"5074",0
"5075",0
"5076",1
"5077",0
"5078",0
"5079",0
"5080",0
"5081",0
"5082",1
"5083",0
"5084",0
"5085",1
"5086",0
"5087",1
"5088",1
"5089",0
"5090",0
"5091",1
"5092",0
"5093",0
"5094",1
"5095",0
"5096",0
"5097",0
"5098",0
"5099",0
"5100",0
"5101",1
"5102",1
"5103",1
"5104",0
"5105",1
"5106",0
"5107",0
"5108",0
"5109",0
"5110",1
"5111",1
"5112",0
"5113",0
"5114",0
"5115",0
"5116",0
"5117",0
"5118",0
"5119",1
"5120",0
"5121",1
"5122",0
"5123",0
"5124",1
"5125",1
"5126",0
"5127",0
"5128",0
"5129",0
"5130",0
"5131",1
"5132",0
"5133",0
"5134",0
"5135",0
"5136",1
"5137",0
"5138",1
"5139",1
"5140",0
"5141",1
"5142",0
"5143",1
"5144",0
"5145",1
"5146",1
"5147",0
"5148",0
"5149",0
"5150",0
"5151",0
"5152",0
"5153",1
"5154",1
"5155",0
"5156",0
"5157",0
"5158",1
"5159",0
"5160",0
"5161",0
"5162",0
"5163",1
"5164",1
"5165",0
"5166",1
"5167",0
"5168",0
"5169",1
"5170",0
"5171",0
"5172",0
"5173",0
"5174",0
"5175",1
"5176",1
"5177",0
"5178",0
"5179",0
"5180",1
"5181",0
"5182",0
"5183",0
"5184",0
"5185",0
"5186",0
"5187",0
"5188",0
"5189",1
"5190",0
"5191",0
"5192",0
"5193",0
"5194",0
"5195",0
"5196",0
"5197",0
"5198",0
"5199",0
"5200",1
"5201",0
"5202",0
"5203",0
"5204",0
"5205",0
"5206",0
"5207",0
"5208",1
"5209",1
"5210",0
"5211",0
"5212",0
"5213",0
"5214",0
"5215",0
"5216",1
"5217",0
"5218",0
"5219",1
"5220",1
"5221",1
"5222",0
"5223",0
"5224",0
"5225",0
"5226",0
"5227",1
"5228",0
"5229",0
"5230",0
"5231",0
"5232",0
"5233",0
"5234",0
"5235",0
"5236",0
"5237",1
"5238",0
"5239",0
"5240",0
"5241",0
"5242",0
"5243",1
"5244",0
"5245",0
"5246",0
"5247",0
"5248",1
"5249",0
"5250",1
"5251",1
"5252",1
"5253",0
"5254",0
"5255",0
"5256",0
"5257",0
"5258",1
"5259",0
"5260",1
"5261",0
"5262",0
"5263",0
"5264",1
"5265",0
"5266",0
"5267",0
"5268",0
"5269",0
"5270",1
"5271",0
"5272",0
"5273",0
"5274",0
